id,code,institution,problem_statement
227,GS906,National Disaster Response Force (NDRF).,"""During the time of disaster, it becomes very difficult for the NDRF to connect with trained NCC/NSS volunteers because of various reasons that they are not involved with community or change of contact numbers etc. There is a requirement to create a system/software where these all volunteers can be enrolledNDRF is carrying out various awareness programs since its inception which involves the NCC/NSS volunteers. After a certain period, the contact with these volunteers is lost thus making the efforts futile.a) On a click of a Button, all connects can be activated. 
b) They can also be informed about various programs and periodical material can also be shared with all of them. 
c) These activities will keep them connected, interested, and involved. 
d) These resources can be used in any eventuality. These will be registered District wise, thus making them available in every district."""
228,GS907,National Disaster Response Force (NDRF).,"""In the past, precious lives have been lost due to lightening and heat wave. Some states have collaborated with some international agencies for the EWS (Early Warning System).  Its ability to monitor in-cloud lightning, in addition to cloud-to-ground lightning enables faster localized storm alerts so forecasters can warn and thus help in saving precious lives. IMD is also issuing the Early Warnings/Alerts for the lightening and heat wave before 4hrs and 30 mins, however there is no system for dissemination to the affected areas with fastest means.
 
a) This life-saving early warning system will be able to disseminate information about lightning and other dangerous conditions directly to every village through bulk messaging free mobile application.
b) The evolution of an effective EWS (Early Warning system) will not only help in saving lives and reducing property damage but will also help in gaining new weather data sets to optimize operations, analyze trends and protect critical infrastructure.
c) What modes of communication will be more efficient? 
d) How to ensure that warning/alerts sent to the mobile devices are seen by the effected people"""
229,GS908,National Disaster Response Force (NDRF).,"""A borewell is a deep, narrow hole drilled into the ground from which water is drawn through a pipe and pump. Borewells are typically small in diameter — ranging from 4.5 inches (low-capacity borewell) to 12 inches (high-capacity borewell). Borewells tap into water-bearing soil or rock layers called aquifers and can go as deep as 1,500 feet into the ground. There is a tendency in the rural areas, where these Borewells are left unattended and uncovered, due to which mostly little children fall into these and thus NDRF is requisitioned for the rescue. It is of utmost importance to design an indigenous compact system which may include all the hardware and software and thus help in saving the lives. NDRF doesn’t have any specialized equipment for the rescue operations and the methodology adopted is as per the situation. NDRF is presently a combination of tools/equipment for Borewell rescue, which involves J-Hook, Cloth Bucket, Magic Ball, Pendant Jhula and Umbrella Tool. All these tools are improvised in nature and have been tested in different scenariosa). It will help in effectively handling the Borewell Rescue operations
b) It will minimize the time spent in planning and executing the plan.
c) Lesser time will increase the success percentage."""
230,GS909,National Disaster Response Force (NDRF).,"Currently during a disaster, the rescue effectiveness is based on understanding of terrain, road travel conditions. The decision making in the disaster struck areas is delayed. For an effective disaster response, platform may be developed which can provide high resolution 3D of terrain and infrastructure (approachable areas and the depth of the areas) of the disaster struck areas, which will help in prioritizing the response depending on the gravity of the situation. This will provide real time information to the response agencies and  also help in taking the decisions for taking up the task of response and optimum utilization of the resources."
231,GS910,National Disaster Response Force (NDRF).,"""The NDRF relays on a lot of data to quickly action during the time of disaster. Current limitations are that there is no one common platform / integrated or adaptable for futuristic needs. Blockchain is one suitable technology which is secure, distributed, and immutable digital ledger that records transactions. Using blockchain in emergency management can provide interoperability between many parties involved in response and provide transparency. Some requirements are A common platform, Immutable data, Secure sharing & management, Demand reporting, improve trust with 3rd party verification, Tracking and visibility, Honoring volunteer effort, Future Tokenization.A blockchain solution seems to be of much use to address the challenges in disaster response mechanism. Examples include the following:
 
• A common platform: Blockchain brings collaboration and coordination among all stakeholders involved in relief effort by having a single, trusted ledger.
 
• Immutable data: Once data is recorded, it cannot be easily changed, creating an audit trail and trusted system for collection and distribution of goods and services.
 
• Secure sharing & management: Documents and personally identifiable information (PII) can be securely managed and shared with need-to-know parties. This enables compliance with privacy regulations across different geographic regions.
 
• Demand reporting: Demand (needs) from different areas can be recorded on a single network by trusted participants and met by different agencies. This can avoid duplication and wastage.


• Improve trust with 3rd party verification: Needs can be verified by 3rd parties to increase the trust.


• Tracking and visibility: Inventory of supplies can be tracked from receipt into the warehouses until delivery to the end receiver. This improves transparency and facilitates logistics, leading to faster responses and avoidance of duplication of efforts across relief organizations.
 
• Honoring volunteer effort: Volunteers hours can be captured, tracked, rewarded, and audited. Incentives, even if just recognition, can lead to more community engagement.
 
• Future Tokenization: Potential future tokenization and linkage to stable coin can be used to incentivize volunteers to help."""
232,GR912,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""In Environment assessment Surveys manually topography and low tide marks are mapped. Low altitude drone based system using the laser altimeter and image processing can do replace this manual mapping. 

Challenge:

Drone are equipped with laser altimeter and GPS system for their position control, these inputs with RTK GPS can be used for mapping the topography of the beach. Also image processing of the water line on spring tide can be used for marking the low tide line and the high tide can be derived and with tide table data for that location and a map can be prepared with topography and high and low tide lines."""
233,GR913,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""An organisation would use multiple leased lines (Internet Service Providers (ISP’s)) for redundancy. The primary leased line will be always active and the secondary will take over when the primary fails. When secondary leased line is active, and if a load balancer (Hardware) does not exist, then the outbound mails through the secondary ISP will be blocked by DNS-based Block lists (DNSBLs) mechanism, considering it as a spam, though they are genuine.  The software should also be able to identify spam emails coming from primary or secondary leased lines. "" ""Build a solution to mitigate, devise a virtualized (software based) load balancer as an alternative to the hardware load balancers that are available in the market. "" To develop Software solution for E-Mail Load Balancing"
234,GR914,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""Devise an algorithm to transmit the data packets in an efficient manner to finally display the video / image.Devices exist to transmit real time video and images through GSM network. However, they use high bandwidth while transmitting the video and images.  Transmission through satellite telemetry (INMARSAT, INSAT) has constraints and limited to small packets of data (bytes) that can be transmitted at a given time.  
 
A compression, splitting and stitching algorithm for video and images can be developed to split the videos and images into small data packets (less than 110 / 55 bytes), compress AND transmit them using satellite telemetry, un-compress, composite the data packets at the reception end and present the video and images fully.  The software may able to change the video format so that the small size video file can be selected and transmitted. 
To develop Video Compression algorithm for GSM & Satellite telemetry"""
235,GR915,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""Thermal cameras exist to track warm blooded species. However, in ocean most of the species are cold blooded.  There exist a threat to the people who swim in sea, near the coast, getting attacked by sharks and salt water crocodiles. 

Develop pattern recognition technique to identify the marine species using high resolution camera’s and alert the swimmers when such sea animals approach the coast. 
Develop pattern recognition technique to identify the marine species using high resolution camera’s and alert the swimmers when such sea animals approach the coast. 
To identify Pattern recognition algorithm to identify marine animals."""
236,GR916,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""Any organization will have authorized list of IP’s assigned to official PC’s, Workstations & Servers.  However, at times, users attempt assigning an IP on devices (eg. BYOD) and will try to connect to the network.  
Develop a real time tracking software to compare and track IP’s other than the approved list which are getting connected to the network along with their username/hostname & MAC ID’s and send a mail notification to sysadmin along with the port and switch details.
Software to track any new IP assigned and joins the network other than the approved list of IP’s."""
237,GR917,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""Any organization will have authorized software preinstalled on their PC’s/Workstations during system build. Later, by mistake, staff may tend to install software that are freely available over the internet, which in turn may pave the way to virus/spyware/spamware which potentially paralyze the network.
Develop a software (scheduler based) to track the list of all software installed on the PC’s & Workstations attached on the network and generate a report based on IP’s. The report may be sent to the admin and admin should be able to delete or uninstall the software of a particular user’s system.  
To track list of software installed in the PC’s / Workstation’s attached to the network."""
238,GR918,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""An organisation may have procured PC’s/Workstations/Laptops time to time.  They may differ in configurations like RAM memory, hard disk storage, computing capability etc. Spares like keyboard, monitor memory, hard disk, graphics cards would have been changed / upgraded in due course but the changes doesn’t get tracked / reflect in the asset inventory. 
Develop a software to map the inventory of each system connected to the network, build an inventory of the hardware and track when changes occur.  The details of the technician may also be recorded.
To develop Software for system hardware inventory."""
239,GR919,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","An organisation may have network of printers.  Users, based on printing needs, time to time, would have given multiple copies of print.  However, no mechanism exist locally to track the pages printed per printer unless Managed Print Services is incorporated. If the pages print per printer is tracked based on the IP’s from which the print is given, accountability can be implemented and that leads to  a step towards “go green” initiative. Develop a Print Management Software which routes through all the prints to the designated printers, but by capturing the information like hostname, IP from which the print is given, MAC address, number of pages, single sided or double sided, colour or mono (black),  and the file name with its type (eg. .docx, .pptx, .xlsx, .pdf, .jpg, .gif, etc). To develop  Print Management Software."
240,GR920,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""An organisation may have several licensed application software.  Calculating the usage license wise do not exist. If usage can be ascertained, then accountability can be determined and if the solution is implemented it will lead to  huge cost reduction. 
Develop a Software to monitor the utilisation of any software installed in the system by capturing the information like hostname, IP from which the software is accessed, MAC address, number of hours used in a day / week / month etc. 
Management Software on software utilisation"""
241,GR921,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","We seek a solution where using minimum and very low power electronic component the controller can be programmed wirelessly as many times the user wants.NIOT is developing Autonomous Underwater Observatory systems, for which we use microcontrollers to execute the tasks which are preprogrammed in it. As our systems are underwater systems, the electronics of the system is in-housed in a water tight shell. Normal procedure is to program the controller and then integrate in the water tight shell. Sometimes, during the testing of the system it is found that the program needs to be modified slightly for fine tuning of the system. In this scenario it is very difficult to connect the wires of the programmer to the controller as the controller is already in-housed in the water tight shell. Programming a microcontroller wirelessly."
242,GR922,"National Institute of Ocean Technology (NIOT), Ministry of Earth Sciences (MoES).","""It is easy to see and avoid a pothole while driving when the roads are dry. Imagine a scenario, its pouring and you have to go home by driving your car. The roads are flooded and you don’t know where and how big the pothole is on the road. 
If there is an updated (updated on daily basis or in rain time twice a day) road map which shows you the potholes, there will be two advantages: first you may avoid your car getting stuck into it and second the corporation or the responsible authority can refer it for further action like maintaining the road etc.
Uploading and updating the database of pothole on road on Maps to help people driving their vehicle when the roads are flooded."""
243,RS923,"Department of Social Justice & Empowerment, Ministry of Social Justice and Empowerment","""Department of Social Justice and Empowerment (DoSJE) gives every year scholarships to more than 2.5 crore students. Although the process is totally digitized, the process of application by the students, verification by the institution, verification by the State Governments is a cumbersome process involving manual verification of the Caste certificate, Domicile certificate, Income certificate and also academic credentials.  This process takes a longtime between (3) to (6) months, thereby depriving the student of timely availability of financial aid.
Addressing this problem will help in timely availability of financial aids to students by digitizing the system.
Need to develop an innovative process for simplifying the verification process so that when a student applies for the scholarship, the verification should take place on a real time basis."""
244,RS924,"Department of Social Justice & Empowerment, Ministry of Social Justice and Empowerment","""The Government runs Free Coaching Scheme for training the poorest youth for various competitive examinations.  The institutions which show interest in the Scheme are empanelled and they are allowed to select the students for various training programmes.  Thereafter, payments are released to the institutions by the Department. In this process, there are delays in selections and also in payments. 
Addressing this problem will help in timely availability of funds leading to timely coaching of students for various competitive exams.Need to develop an innovative process so that the eligible students are identified easily and their cost of coaching is taken care through least complicated process."""
245,RS925,"Department of Social Justice & Empowerment, Ministry of Social Justice and Empowerment","""The Government has decided that the regular attendance of the students who are provided scholarships is required in order to ensure that the funding given by the Government is going to the right person.  Currently, it is observed that many students who are getting scholarships are not coming for renewals, because they are either irregular or have dropped out. Taking manual attendance and uploading on the Portal is a cumbersome manual exercise which the institutions are not willing to undertake.
Addressing this problem will help the government to easily track the attendance of students getting financial aids.Need to develop an innovative process by which the attendance of students can be recorded in the Central server on a real time basis and the scholarship amount is released only to the students who are regular."""
246,RS926,"Department of Social Justice & Empowerment, Ministry of Social Justice and Empowerment","""The Government has started “Ambedkar Social Innovation & Incubation Mission(ASIIM)” under the Venture Capital fund for SCs under which innovative ideas of SC students are identified mentored and provided assistance upto Rs. 10 lakh so that the ideas will become Start ups.
Addressing this problem will help in finding bright students for the above scheme.There is a need for an innovative solution for identifying such bright ideas among the youth using an easy and inexpensive process is required."""
247,RS927,"Department of Social Justice & Empowerment, Ministry of Social Justice and Empowerment","""Nasha Mukt Bharat Abhiyan (NMBA) is a major initiative of the Department to reach the youth in the length and breadth of the country and to popularize the messaging against taking narcotic substances.  Currently, social media platforms run by more than [8000] volunteers are being used to reach to the youth.  
Addressing this problem will help in better organization of the volunteers and bring more involvement of youth.There is a need of an innovative measure which can bring better involvement of the young persons in this campaign, and prepare a mobile Application that can help in this."""
248,RS928,"Department of Social Justice & Empowerment, Ministry of Social Justice and Empowerment","""National Scheduled Castes Finance and Development Corporation (NSFDC) and National Backward Classes Finance & Development Corporation (NBCFDC) are Corporations set up for financing livelihood projects and skill development projects for the poor SCs and OBCs.  The Government wants them to bring a quantum jump in financing these households through Banks so that 1 crore households are covered in the next (5) years.
Addressing this problem will help the government in setting up for financial livelihood projects and skill development projects for poor SCs and OBCs.Need to develop an innovative process to reach the goal of financing poor SCs and OBCs through banks without transferring the additional burden on to the Government."""
249,VS929,University Grants Commission (UGC).,"""In India, various central and state regulatory authorities like AICTE, UGC, NMC, etc. conduct expert committee visits to Higher Educational Institutions (HEIs) for verification of facilities / compliance to prescribed standards. The onsite visits bring its own complexities. Due to COVID-19 pandemic, either these visits are getting cancelled or being not scheduled at all.The major focus of this problem statement is to 
1. Create a bucket of experts in different domains
2. Develop an automated system to enable Online Expert Committee VisitsIn order to enhance transparency, to make effective use of technology and to ensure timely completion of activities, there is requirement of fully automatic system to enable Online Expert Committee Visits for regulatory authorities. The system will also help in verification of data."""
250,VS930,University Grants Commission (UGC).,"""To enhance the quality of education being delivered by the Higher education eco-system in India, the financial assistance being provided by several funding agencies under respective notified schemes/projects. The agencies can be categorized into government, Government- aided or private, as applicable.The major focus of this problem statement is to 
1. Create a gateway for the funding agencies (Govt. / Pvt.) to contribute their funds 
2. Develop an automated system to enable Online monitoring of the amount disbursement among the deserving HEI
3. Develop an automated system to monitor the use of amount by the HEI as an outcome
The granted HEIs are required to submit various progress reports, outcomes, bills, and other documents at various stages of project implementation. The developed system will enable the submission of such documents, suggest further requirements, approval of documents, progress assessment and establish communication channel for the HEIs and authority for the purpose. Such portal shall also be instrumental to rank to HEIs based on their implementation."""
251,VS931,University Grants Commission (UGC).,"""Considering the fact that there are large number of HEIs in the Country and to enable all relevant regulators to take informed decisions, there is requirement of development of portal where authenticated complaint/ Grievance with documentary evidence can be filed. This will lead towards transparency in the system and also reduce the mal-practice cases.The major focus of this problem statement is to 
1. Create a gateway for submitting Complaint / grievances by the registered HEIs. 
2. Develop a time bound automated system to address the Complaint / grievances raised by the HEIs by the respective department / section
3. There must be some appreciation mechanism to the respective departments / persons based on their grievances shot out.
To develop 2 way mechanism of Complaint / grievances raising by the HEIs and Complaint / grievances addressing by the regulatory bodies."""
252,VS932,University Grants Commission (UGC).,"""To upgrade the Higher education system in India, there are several agencies giving funding under various projects/schemes. Many HEIs are applying for multiple funding schemes under various categories. Hence, there is need for integrated portal where all agencies will upload the details of scheme and eligibility for applying. Also the portal shall help for distribution of scheme to HEIs. This system shall provide all funding specific data to the stakeholders with proper authentication about the funding schemes.The major focus of this problem statement is to 
1. Create a gateway for various funding agencies to submit their problem statements and funding limit
2. Every HEIs or individuals will register into the portal and upload their proposal
3. Online expert evaluation panel will be there for interviewing the applicants,  project presentation, finalization of results, sanctioning letter 
To promote One Nation – One funding platform for the funding agencies and applicants."""
253,VS933,University Grants Commission (UGC).,"""Innovation and entrepreneurship is a part of Make in India campaign of Govt of India. There are several innovations happening across HEIs in India, which can be referred and could be taken further for implementation with appropriate permissions. Accordingly, a portal shall give facility to all HEIs and their students to share details on innovation and start-ups with copy right issues addressed as appropriate.The main focus of this problem statement is to 
1. To develop a single platform for the students / startup fellows / entrepreneurs  to register and submit their their ideas / prototypes / business idea 
2. To facilitate various agencies (Govt. / Pvt.) to register and submit their problem statements  
3. To provide a platform for Venture capitalist / Angel investors for analyzing ideas / prototypes / solutions of their interest to invest fund
4. To create a bucket of mentor in different disciplines It aims to create a common platform for the aspirant students / start up fellows / entrepreneurs for pitching their ideas / prototype / solutions against their own innovation /  raised by various agencies."""
254,VS934,University Grants Commission (UGC).,"""There are requirement of good and qualified persons for jobs in industry and they are always in the search for such Manpower. Whereas HEIs always looking for good industries for their students.The main focus of this problem statement is to 
1. To create a platform for the students to register and submit their updated profiles 
2. Industries will submit their vacant positions as an employee or an intern
3. Based on the recommendation system the aspirant students to get their desired job notification announcements and also internship announcementsTo create a recommendation system for the aspirant students and industries in terms of jobs and internship."""
255,VS935,University Grants Commission (UGC).,"""In order to optimize the resource amongst the HEIs, to enhance utilization and to share the advanced resources, the portal need to be developed. On this, all HEIs will put their resources and applicable conditions for its use. Any HEIs can contact these HEIs for getting / using resources. This will reduce the undue financial burden on HEIs who want to use it for short duration and give financial benefit to HEIs those are having such resources. The main focus of this problem statement is to 
1. To create a platform for the HEIs to update their shareable resources details
2. Aspirant HEIs can submit their requisition for desired resourcesA Recommendation system must be designed for the aspirant HEIs for easy search and use the resource effectively for their growth in lab session, research and product development, etc."""
256,VS936,University Grants Commission (UGC).,"""Higher Educational Institutes (HEIs) in India are submitting huge data and documentary proofs to the regulatory authority like AICTE/ UGC etc. These records are in the form of softcopy or hardcopy. Looking toward the material content from each HEIs and number of HEIs in India, it is very difficult to cross check amongst different HEIs. As well as the record shall be available with appropriate permission to various Stakeholders for use.  This will help in bringing transparency and reduce false data (If any). Also, the HEI will be required to enter common data once.The main focus of this problem statement is to 
1. An automated system for 3rd party agencies to validate the submitted documents by the HEI A gateway for the authorized 3rd party agencies to access and validate the data submitted by HEIs"""
257,VS937,University Grants Commission (UGC).,"""Looking towards the large count of Govt Universities, State universities, Private universities and Deemed to be universities, there should be a system / portal that would clearly show affiliation of universities, authentic recognition status and programmes being offered.  This should also clearly highlight fake universities from time to time and on query based. This will make system more effective and help stakeholders in making right choice.  The main focus of this problem statement is to 
1. An automated system for the HEIs / Universities to submit their updated Gazette notification / EoA / approval letter along with current intake capacity of the approved courses / programmes
2. Stakeholder can browse the University / HEIs approval status including offering courses / intake capacity and admission procedures
A gateway for stakeholders to choose a correct institute for taking admission or other purposes. A parallel platform just like Association of Indian Universities."""
258,VS938,University Grants Commission (UGC).,"""The main focus of this problem statement is to 
1. develop a single platform for the regulator, HEI authorities, students and parents to submit their feedback on Teaching learning process. 
2. State wise / region wise faculty / institute will be awarded based on their outstanding performance
The main focus of this problem statement is to 
1. develop a single platform for the regulator, HEI authorities, students and parents to submit their feedback on Teaching learning process. 
2. State wise / region wise faculty / institute will be awarded based on their outstanding performanceCentralized feedback mechanism system for the regulator, HEI authorities, stakeholders to submit / analysis the feedback on teaching learning process"""
259,VS939,University Grants Commission (UGC).,"""Regulatory authorities like AICTE and UGC are serving large number of students/stakeholders through HEIs. There can be chatRobot (chatBot) which may be developed to answer some common queries/FAQs.The main focus of this problem statement is to 
1. Develop an AI based chatbot for answering the queries with a prompt response and accurate answer
2. Chatbot must be given provision for regional language understanding also
To develop a chatbot , which can answer promptly with 99% accuracy atleast."""
260,VS940,University Grants Commission (UGC).,"""In order to exponentially enhance the use of Hindi Language in official matters, there is need to develop effective and real time translator for English to Hindi language translation and vice-versa.The main focus of this problem statement is to 
1. Develop one robust translator using NLP
To develop a translator for translating Hindi to English and vice versa"""
261,VS941,University Grants Commission (UGC).,"""UGC as a regulatory body of Higher education in India regulating thousands of institutions and dealing with large number of students. While operating such a huge higher education eco-system, there are many legal court cases, which requires time bound desired actions.The main focus of this problem statement is to 
1. Develop an automated system for alarming the dates to attend, file the petition, prepare The system should be able to track, handle, summarized and notify each case status, dates, hearing, modality associated, intimation to persons involved and track record of each case. Such system will help to manage the legal matters related work of UGC effectively, timely and efficiently."""
262,VS942,University Grants Commission (UGC).,"Call for Research projects is being invited by various funding agencies from HEIs to promote research / enhance the resource of HEIs. Hence a system need to be developed that can see the duplicity of material, plagiarism or matter of already submitted proposal, and inform at the entry level regarding the same.It can be merged with other PS.It can be merged with other PS."
263,SM943,"AICTE, MIC-Student Innovation",Ideas focused on the intelligent use of resources for transforming and advancements of technology with combining the artificial intelligence to explore more various sources and get valuable insights.
264,SM944,"AICTE, MIC-Student Innovation",Ideas that can boost fitness activities and assist in keeping fit.
265,SM945,"AICTE, MIC-Student Innovation",Ideas that showcase the rich cultural heritage and traditions of India
266,SM946,"AICTE, MIC-Student Innovation","Cutting-edge technology in these sectors continues to be in demand. Recent shifts in healthcare trends, growing populations also present an array of opportunities for innovation."
267,SM947,"AICTE, MIC-Student Innovation","Developing solutions, keeping in mind the need to enhance the primary sector of India - Agriculture and to manage and process our agriculture produce"
268,SM948,"AICTE, MIC-Student Innovation",Creating intelligent devices to improve the commutation sector
269,SM949,"AICTE, MIC-Student Innovation","Submit your ideas to address the growing pressures on the city’s resources, transport networks, and logistic infrastructure"
270,SM950,"AICTE, MIC-Student Innovation","There is a need to design drones and robots that can solve some of the pressing challenges of India such as handling medical emergencies, search and rescue operations, etc."
271,SM951,"AICTE, MIC-Student Innovation","Solutions could be in the form of waste segregation, disposal, and improve sanitization system."
272,SM952,"AICTE, MIC-Student Innovation","A solution/idea that can boost the current situation of the tourism industries including hotels, travel and others."
273,SM953,"AICTE, MIC-Student Innovation",Innovative ideas that help manage and generate renewable /sustainable sources more efficiently.
274,SM954,"AICTE, MIC-Student Innovation",Provide ideas in a decentralized and distributed ledger technology used to store digital information that powers cryptocurrencies and NFTs and can radically change multiple sectors
275,SM955,"AICTE, MIC-Student Innovation","Technology ideas in tertiary sectors like Hospitality, Financial Services, Entertainment and Retail."
276,SM956,"AICTE, MIC-Student Innovation",Ideas focused on the intelligent use of resources for transforming and advancements of technology with combining the artificial intelligence to explore more various sources and get valuable insights.
277,SM957,"AICTE, MIC-Student Innovation",Ideas that can boost fitness activities and assist in keeping fit.
278,SM958,"AICTE, MIC-Student Innovation",Ideas that showcase the rich cultural heritage and traditions of India
279,SM959,"AICTE, MIC-Student Innovation","Cutting-edge technology in these sectors continues to be in demand. Recent shifts in healthcare trends, growing populations also present an array of opportunities for innovation."
280,SM960,"AICTE, MIC-Student Innovation","Developing solutions, keeping in mind the need to enhance the primary sector of India - Agriculture and to manage and process our agriculture produce"
281,SM961,"AICTE, MIC-Student Innovation",Creating intelligent devices to improve the commutation sector
282,SM962,"AICTE, MIC-Student Innovation","Submit your ideas to address the growing pressures on the city’s resources, transport networks, and logistic infrastructure"
283,SM963,"AICTE, MIC-Student Innovation","There is a need to design drones and robots that can solve some of the pressing challenges of India such as handling medical emergencies, search and rescue operations, etc."
284,SM964,"AICTE, MIC-Student Innovation","Solutions could be in the form of waste segregation, disposal, and improve sanitization system."
285,SM965,"AICTE, MIC-Student Innovation","A solution/idea that can boost the current situation of the tourism industries including hotels, travel and others."
286,SM966,"AICTE, MIC-Student Innovation",Innovative ideas that help manage and generate renewable /sustainable sources more efficiently.
287,SM967,"AICTE, MIC-Student Innovation",Provide ideas in a decentralized and distributed ledger technology used to store digital information that powers cryptocurrencies and NFTs and can radically change multiple sectors
288,SM968,"AICTE, MIC-Student Innovation","Technology ideas in tertiary sectors like Hospitality, Financial Services, Entertainment and Retail."
289,SM970,"AICTE, MIC-Student Innovation","Disaster Management includes ideas related to risk mitigation and Planning before,after or Duration of Disaster."
290,SM971,"AICTE, MIC-Student Innovation","Disaster Management includes ideas related to risk mitigation and Planning before,after or Duration of Disaster."
291,SM972,"AICTE, MIC-Student Innovation","Smart Education, a Concept that Describes learning in digital age.it enables learner to learn more effectively,efficently,flexibly and comfortably."
292,AD973,"Indian Knowledge System (IKS), All India Council for Technical Education (AICTE)","""There are lakhs of inscriptions that are scattered throughout the length and breadth of our Great Nation. These inscriptions were usually found on the walls of the Heritage sites like Forts. Temples and other ancient structures, so that people in that era could access them. A common man is deprived of this great knowledge, which if deciphered into Devanagari script can shed light into lot of crucial aspects for the mankind.
 Background- Inscriptions are a great source to look back to ancient history and learn from it, discover truths and may be secrets of life. Apart from the inscriptions in the country, there are inscriptions in Sri Lanka and South East Asia, where we can find abundant inscriptions in local languages, Sanskrit and Tamil. These inscriptions were mainly inscribed to propagate the orders of the rulers and to proclaim the grants and also other social activities. For example, through Uttaramerur Inscription in Tamil Nadu State, we can understand the excellent and perfect democratic set up that was present in our Nation that too 1000s of years before present.
In India, these inscriptions are almost in all the languages of the country. To show an example, the 436 Inscriptions that were dated before many years are in the languages viz.Sanskrit (verse), Sanskrit verse in Grantha, Sanskrit in Grantha, Sanskrit, Grantha & Sanskrit, Sanskrit verse in Nagari, Sanskrit in Grantha and Tamil, Sanskrit Nagari, Sanskrit Sarada, Sanskrit in Gaudiya, Sanskrit & Tamil, Sanskrit & Telugu, Sanskrit in Telugu & Telugu, Sanskrit in Kannada, Sanskrit verse in Malayalam, Oriya Sanskrit & Telugu,  Tamil Vatteluthu Sanskrit, Tamil in Grantha, Tamil Verse,  Tamil, Tamil Vatteluthu,  Vatteluthu,  Archiac Vatelluthu, Tamil & Telugu, Tamil & Kanarese, Tamil & English, Telugu, Kanarese, Kannada, Kannada in Nagari,  Kannada in Grantha,  Telugu & Kannada,  Malayalam,  Mahrathi, Mahrathi in Nagari,  Uriya/ Oriya,  Tamil Grantha & Mahrathi Nagari. Further, each language had many scripts in itself.
For example, Tamil language inscriptions had been inscribed in Tamil Vattelluthu, Archiac Vatteluthu, Tamil Pandya Grantha, Tamil Pallava Grantha, and later period Tamil letters which itself have a few varieties, at different period of time. In the same way, inscriptions in Sanskrit languages are inscribed not only in Nagari, Sarada, Mythili, Gaudiya and Deva Nagari scripts but also in local scripts. Brahmi and its local variants are important ancient scripts.
Walls, floors, plates, swords, stones, pillars in temples, coins and all remarkable monuments have inscriptions which are hidden treasure for lives to come. With the wisdom of our mighty kings, saints, philosophers, these inscriptions were carved. To gain insights in all areas such as politics, social values, economic and judicial records and approaches inscriptions are invaluable for an unbiased study of history and psychology. Many of the inscriptions are couched in extravagant language but when the information gained from inscriptions can be corroborated with information from other sources such as still existing monuments or ruins, inscriptions provide insight into India's dynastic history that otherwise lacks contemporary historical records.
Relevance/Detailed Description
Of the 1,00,000 inscriptions found by the Archaeological Survey of India, about 85% were found in South India and attempts are made to preserve and read them. The fact that they are carved in old scripts such as Prakrit, Sanskrit, Brahmi makes it difficult to understand and reach to the new generations in India, hence, newer ways of understanding and converting them in easy interpretable formats such as Devanagari script is utmost important.
Objectives
Epigraphical studies about ancient Indian Inscriptions must be made much smoother, interesting and insightful. Most appealing form of capturing the hidden meaning in these inscriptions, is to recognize them optically and deduce the inscripted messages into most commonly understandable scripts such as Devanagari. Devanagari is the widely used lipi or script that can be used as a result of OCR done on the images captured of these monuments with inscriptions.
Further the objective is to come up with ways and means to make meaningful digital application/s that can use this information and generate knowledge, spread massive awareness, and support cultural and ancient wisdom upliftment and enrich understanding of Indian history and culture. 
The objective of this problem statement solution is also to come up with innovative solution which can use OCR techniques to transform inscriptions into meanings using easy Devanagari script and scales to reach to the common man in the country."""
